concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2,Umweltverschmutzung messen,"Durchführung von Schadstoffmessungen, um festzustellen, ob die vorgeschriebenen Grenzwerte eingehalten werden. Prüfung von Feuerungsanlagen und Abgaswegen von Gasdurchlauferhitzern, Lufterhitzern und ähnlichen Geräten."
http://data.europa.eu/esco/skill/5af49836-2269-46d9-87b9-0d3140c6c22e,digitale Inhalte integrieren und umarbeiten,"Änderung, Verfeinerung, Verbesserung und Integration von Informationen und Inhalten in einen bestehenden Wissensfundus, um neue, originelle und relevante Inhalte und neues, originelles und relevantes Wissen zu schaffen."
http://data.europa.eu/esco/skill/5af6c56c-ab2b-4590-9b19-9484eaa7746d,Treppenbalken schneiden,Zuschneiden von Treppenwangen aus Massivholzbalken zur Aufnahme von Treppenstufen und Setzstufen. Berücksichtigung von Messungen und Berechnungen zur Kennzeichnung der Treppenwange mithilfe eines Schlosserwinkels. Zuschneiden der Treppenwange mithilfe einer Motorsäge oder einer Handsäge.
http://data.europa.eu/esco/skill/5afd3d7b-7599-4e2a-8ce8-c4057b3a8ad2,Massageöl auftragen,"Anwendung von Öl bei Kunden durch Sprays, Salzbäder, Massageöle oder Inhalationsverfahren."
http://data.europa.eu/esco/skill/5aff426c-323b-44ad-9d42-6be7a270a1c5,Gestalttherapie ausüben,"Nutzung von Gestalttherapietechniken, z. B. „Leerer-Stuhl“-Technik und Übertreibung (Verstärkung), in Einzel- oder Gruppensitzungen in Form von kreativen Übungen und Experimenten mit dem Ziel, dem Klienten verschiedene Aspekte von Konflikten, Erfahrungen oder psychischen Problemen zu verdeutlichen."
http://data.europa.eu/esco/skill/5b06c369-10db-477d-a8df-987179324001,Wasserverteilungsverfahren leiten,"Sicherstellen, dass die Versorgungsnetze intakt sind und der Betrieb effizient und im Einklang mit den Vorschriften erfolgt, um eine ordnungsgemäße Verteilung und Versorgung mit Wasser aus der Anlage zu gewährleisten."
http://data.europa.eu/esco/skill/5b0a8b4d-7c71-43b1-8e52-4c0cfacd7bbd,Metallurgie,"Wissenschaftszweig, der sich mit der Untersuchung der chemischen und physikalischen Eigenschaften von metallischen Elementen, intermetallischen Verbindungen und Legierungen befasst."
http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa,Gefahrgüter transportieren,"Klassifizieren, Verpacken, Kennzeichnen, Etikettieren und Dokumentieren gefährlicher Güter, z. B. explosive Stoffe, Gase und entzündbare Flüssigkeiten. Einhalten internationaler und nationaler Vorschriften.
   "
http://data.europa.eu/esco/skill/5b0f2198-7246-4256-a902-4d9ce1260c80,für Kundenorientierung sorgen,"Verstehen, was Kunden wollen, und Einnehmen einer positiven Haltung beim Umgang mit ihnen, bei deren Beratung, beim Verkauf von Produkten oder Dienstleistungen oder beim Bearbeiten von Beschwerden.
  "
http://data.europa.eu/esco/skill/5b1aecb9-17a6-46ae-8611-c742f11db2f9,Neonatologie,"Teilgebiet der Pädiatrie, das sich mit der Diagnose und der Behandlung von Neugeborenen befasst."
http://data.europa.eu/esco/skill/5b1c2df7-93aa-4b7a-ae13-9f84cff79ba4,künstlerische Erfahrung beschreiben,"Berücksichtigung anderer Fachgebiete oder Erfahrungen und Ermittlung von Elementen, die für Ihr künstlerisches Konzept relevant sind."
http://data.europa.eu/esco/skill/5b1d43d1-e063-4d07-8ba1-6f08d4e46279,Nutzvieh füttern,"Bestimmung der Futterrationen für alle Wachstumsstufen und Vorbereitung, Verteilung und Kontrolle der Qualität von Futtermitteln."
http://data.europa.eu/esco/skill/5b1f0d63-c84f-4cc0-bcc1-40e67d93415f,mit Parkbesuchern kommunizieren,"Kommunikation mit den Besuchern des Vergnügungsparks, während das Fahrgeschäft ruht."
http://data.europa.eu/esco/skill/5b1fe532-70b3-40e4-8bb3-2cad8dc2d517,Frachtgewicht an Fassungsvermögen von Frachtfahrzeugen anpassen,Anpassung des Frachtgewichts an das Fassungsvermögen von Frachtfahrzeugen. Überwachung der maximalen Nutzlast des betreffenden Fahrzeugs und des Gewichts der einzelnen Kisten in der Ladung.
http://data.europa.eu/esco/skill/5b221b1b-8d64-42e3-b225-7ad46604c64b,"an Glücksspielen teilnehmen, um die Mindestanzahl der Mitspieler zu sichern","Teilnahme an Kasinospielen, um die Mindestzahl von Spielern an einem bestimmten Tisch zu gewährleisten."
http://data.europa.eu/esco/skill/5b22f5a1-edf3-4476-8487-ed4ab344edc5,Grundlagen des Tourismus vermitteln,"Unterrichten von Schülern/Studierenden in Theorie und Praxis auf dem Gebiet Reisen und Tourismus, insbesondere in Bezug auf Touristenziele, Kundenservice und Buchungstechniken, mit dem Ziel, sie bei der Verfolgung einer beruflichen Karriere in diesem Bereich zu unterstützen."
http://data.europa.eu/esco/skill/5b264a14-d4db-4352-9278-fbb63c5ebed4,Fahrzeugdiagnoseausrüstung verwenden,"Einsatz von Diagnosegeräten zur Durchführung von Tests an Kraftfahrzeugen, Bauteilen und Systemen zur Erkennung von Fehlern."
http://data.europa.eu/esco/skill/5b26afb8-5bee-426b-99cb-0d5dde7b3267,Sicherheitsanweisungen im Zoo folgen,"Einhaltung der Zoo-Sicherheitsvorschriften, um eine sichere Arbeitsumgebung bei der Arbeit mit Zootieren sowie die Sicherheit der Zoobesucher zu gewährleisten."
http://data.europa.eu/esco/skill/5b2acf48-7746-42d9-861f-5445e7ea6f48,schriftliche Versandunterlagen bearbeiten,"Bearbeitung von Unterlagen, die Informationen über die Ladung enthalten und den zu versendenden Gütern beigefügt sind. Sicherstellen, dass Informationen zur Identifizierung der Ladung vollständig und sichtbar sind und allen Vorschriften entsprechen. Überprüfen der Etiketten, die die Anzahl der Produkte, den Endbestimmungsort und die Modellnummern enthalten."
http://data.europa.eu/esco/skill/5b353529-0100-416a-b347-6076ae1ccbad,mit Technikexperten für Kunstwerke zusammenarbeiten,"Zusammenarbeit mit Ingenieuren, Mechanikern und anderen technischen Experten für den Aufbau, die Installation und die Bewegung von Kunstwerken."
http://data.europa.eu/esco/skill/5b394ba8-5d40-40d9-b771-5df6ea9ac436,technische Aufgaben mit großer Sorgfalt durchführen,"Vermeidung möglicher Risiken und unerwünschter Wirkungen durch sorgfältige Beobachtung aller Teile einer Maschine, eines Geräts oder eines Fahrzeugs sowie Durchführung von Herstellungs-, Wartungs- oder Reparaturprozessen mit großer Sorgfalt."
http://data.europa.eu/esco/skill/5b3a9b2e-3447-4874-accb-534c333eae4a,Sprinkleranlagen warten,"Reparatur und Austausch von Komponenten von Sprinkleranlagen: Pumpen, Hauptzufuhr- und Nebenleitungen, Sprinklerköpfe, Ventile, PVC-Rohre, Bedienelemente und elektronisch gesteuerte Wassersensoren. Austausch von Niederspannungsleitungen. Überwachung der Instandhaltung der Sprinkleranlage."
http://data.europa.eu/esco/skill/5b3df9ff-3277-4f23-8bd5-374d74f608c5,Auktionsgesang auszuführen,Ausrufen von Geboten in individuellem Stil mit Füllwörtern und einer unterschiedlichen Sprechgeschwindigkeit.
http://data.europa.eu/esco/skill/5b42856c-30d8-4735-9e1a-9f19a8d7a0e7,Patronentypen,"Informationsbereich, der verschiedene Patronentypen auf Grundlage der Größe, der Form, der Art der Zündung und des Treibmittels unterscheidet. Ein Beispiel ist die Änderung des Kugeldurchmessers oder des Kalibers."
http://data.europa.eu/esco/skill/5b46f572-7ced-4efd-b270-a81a164d521c,Diskussionen moderieren,"Anwenden von Moderationstechniken und -methoden, um Diskussionen zwischen zwei oder mehr Personen zu leiten, auch in Situationen wie Workshops, Konferenzen oder Online-Veranstaltungen. Gewährleisten von Korrektheit und Höflichkeit in einer Debatte.
  "
http://data.europa.eu/esco/skill/5b4e87d9-2da6-41ff-8aa0-47d4de94f83c,den Gesamteindruck einer Produktion entwickeln,"Entwicklung des Gesamteindrucks oder Stils einer Theater-, Opern-, Fernseh- oder Filmproduktion."
http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,akustische Signale programmieren,Programmieren von akustischen Signalen und Probentönen vor oder während Proben.
http://data.europa.eu/esco/skill/5b58e283-a359-4b55-b10d-b0047b2fb7db,Entwässerungsarbeiten ausführen,"Anlegen von Entwässerungsgräben und Verlegen der Rohrleitungen, um den Ablauf von überschüssigem Wasser zu ermöglichen und Bodensenkungen oder sonstige Schäden zu vermeiden."
http://data.europa.eu/esco/skill/5b620e5e-421c-432c-864f-eabe8bb0688c,Luftreinigungssystem beaufsichtigen,"Bedienung von Maschinen, die Bohnen und Körner durch ein Luftreinigungssystem führen, um Fremdstoffe zu entfernen."
http://data.europa.eu/esco/skill/5b671d86-f1fa-4468-947c-374dc6cdf6b8,Schwangerschaft,"Prozess der Empfängnis und der Entwicklung des Fötus im Mutterleib, Schwangerschaftssymptome, Risiken und Komplikationen, Krankheiten und Geburtstermin."
http://data.europa.eu/esco/skill/5b69bfea-5138-409d-b614-9c20d10679c0,Peergroup-Methodik,"Für die Peergroup-Education relevante Techniken, bei der jedes Mitglied aufgefordert wird, eine bestimmte Art von Verhalten oder eine bestimmte Art von Information auszudrücken oder auszutauschen."
http://data.europa.eu/esco/skill/5b6a0a1b-a8a9-40d7-aa7d-0aad8519e019,täglichen Schiffsbetrieb planen,"Planung der täglichen Arbeit an Bord von Schiffen, einschließlich Aufgaben im Zusammenhang mit der Navigationssicherheit, der Ladung, des Ballastes, der Tankreinigung und von Tankkontrollen."
http://data.europa.eu/esco/skill/5b6abc4b-0cfe-4178-845d-479da3d2d699,Pestizide,Arten der chemischen Eigenschaften von Pestiziden und ihre schädlichen Auswirkungen auf Mensch und Umwelt.
http://data.europa.eu/esco/skill/5b6fb4d6-582e-4187-9f17-f6e582f8714f,Erhebungstechniken,"Techniken zur Ermittlung einer Zielgruppe, zur Wahl der geeigneten Erhebungsmethode und zur Analyse der Daten."
http://data.europa.eu/esco/skill/5b71cb01-0f37-47e0-a617-abcf08c8aa64,Gesetz auslegen,"Auslegung des Gesetzes während der Untersuchung eines Falls, um die korrekten Verfahren im Umgang mit dem Fall, den besonderen Status des Falls und die beteiligten Parteien sowie den möglichen Ausgang zu kennen und zu wissen, wie die besten Argumente für einen möglichst günstigen Ausgang vorgebracht werden können."
http://data.europa.eu/esco/skill/5b743a6e-ff6a-47bf-bec0-30936f5d948d,Gruppen über Ankunfts- und Abreisezeiten informieren,Informieren von Touristengruppen über Abfahrts- und Ankunftszeiten im Rahmen ihrer Reise.
http://data.europa.eu/esco/skill/5b776f2d-cac1-437e-badd-9871876209a5,geologische Datenbanken entwickeln,Entwicklung geologischer Datenbanken für die Beschaffung und Einordnung von Informationen.
http://data.europa.eu/esco/skill/5b81c1e8-fe0d-4881-b23a-5888cad17395,Siebdruckmaschinen,"Die verschiedenen Arten von Siebdruckpressen, wie z. B. die Zylinderpresse, die Flachbettpresse und als wichtigste die Rotationsdruckmaschine."
http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,Kultureinrichtung leiten,Leitung des täglichen Betriebs einer Kultureinrichtung. Organisation aller Aktivitäten und Koordinierung der verschiedenen Abteilungen innerhalb einer Kultureinrichtung. Ausarbeitung eines Aktionsplans und Beschaffung der notwendigen Mittel.
http://data.europa.eu/esco/skill/5b871642-a03d-452d-885c-bbf7b2be671c,Anfragen für bildgebende Untersuchungen interpretieren,"Entgegennahme und Interpretation von Anfragen von Ärzten nach bildgebenden Untersuchungen, die an Patienten vorzunehmen sind."
http://data.europa.eu/esco/skill/5b87a3f3-04e7-4a49-9aca-7e93453a851b,Tonerzeugnisse ausbessern,Ausbessern beschädigter Tonerzeugnisse mithilfe von Handwerkzeugen und Ton.
http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450,Vertragskonformitätsprüfungen durchführen,"Durchführung einer eingehenden Vertragskonformitätsprüfung, um sicherzustellen, dass Waren oder Dienstleistungen korrekt und rechtzeitig geliefert bzw. erbracht werden, Überprüfung auf Schreibfehler oder fehlende Gutschriften und Rabatte sowie Einleitung von Verfahren zur Einziehung von Barmitteln."
http://data.europa.eu/esco/skill/5b8cac19-0767-43a2-b36c-8091a2cee923,Dialekt sprechen,Kommunikation mit Kunden in lokalem Dialekt.
http://data.europa.eu/esco/skill/5b8d63ff-a58b-4331-a53b-b1925acae4dc,über Bewässerungsprojekte informieren,"Beratung im Hinblick auf den Bau von Bewässerungsprojekten. Überprüfung von Aufträgen, um die Kompatibilität des Entwurfs mit den Anlagenkonzepten und dem bereits bestehenden Landentwicklungsplan zu gewährleisten. Überwachung der Arbeiten des Auftragnehmers."
http://data.europa.eu/esco/skill/5b90d349-8081-477d-af03-e7da7656a683,Glasur befördern,Übertragung der verarbeiteten Glasur von der Mühle zu den Lagergefäßen.
http://data.europa.eu/esco/skill/5b91920a-aa2b-40ad-8a92-7950af08c302,Zugankünfte kontrollieren,Überwachung und Kontrolle der Ankunft von Zügen in Bahnhöfen. Überprüfung ankommender Züge entsprechend ihrem Abfahrtsbahnhof.
http://data.europa.eu/esco/skill/5b91b6d4-345e-4195-a078-218514871e7b,effiziente Nutzung von Lagerraum sicherstellen,"Verfolgung einer effizienten Nutzung von Lagerraum, um die größtmögliche Effizienz bei gleichzeitiger Einhaltung der Umwelt- und Haushaltsziele zu gewährleisten."
http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,Mazedonisch schreiben,Verfassen schriftlicher Texte in mazedonischer Sprache.
http://data.europa.eu/esco/skill/5b98cca5-778a-4041-a0c9-130f92b680fc,Umgang mit Sprengstoffen,"Umgang mit Sprengstoffen im Einklang mit den einschlägigen Rechtsvorschriften, einschließlich Verfolgung und Kontrolle des Magazins.
   "
http://data.europa.eu/esco/skill/5b9a2f49-0510-46d9-a2f6-5c74129088bb,Vormontagetätigkeiten überwachen,"Organisation und Überwachung der Tätigkeiten vor der Montage gefertigter Produkte, die vorwiegend im Werk durchgeführt werden, einschließlich der Montage dieser Produkte an den Montageorten, z. B. auf Baustellen."
http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,objektorientierte Programmierung verwenden,"Nutzung spezieller IKT-Werkzeuge für ein Programmierparadigma, das auf dem Konzept von Objekten basiert, die Daten in Form von Feldern und Code in Form von Prozeduren enthalten können. Verwendung von Programmiersprachen, die dieses Konzept unterstützen, wie JAVA und C++.
   "
http://data.europa.eu/esco/skill/5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350,HACCP anwenden,Anwendung von Vorschriften in Bezug auf die Herstellung von Lebensmitteln und die Einhaltung der Lebensmittelsicherheit. Anwendung von Verfahren zur Lebensmittelsicherheit auf der Grundlage von HACCP-Grundsätzen (Hazard Analysis Critical Control Points – System der Gefahrenanalyse und kritischen Kontrollpunkte).
http://data.europa.eu/esco/skill/5bac4bcc-1846-4688-ba02-ad2b51544282,inklusives Kommunikationsmaterial entwickeln,"Entwicklung inklusiver Kommunikationsmittel. Bereitstellung geeigneter zugänglicher digitaler, gedruckter und beschilderter Informationen und Verwendung einer angemessenen Sprache, um die Darstellung und Einbeziehung von Menschen mit Behinderungen zu unterstützen. Zugänglichkeit von Websites und Online-Einrichtungen, z. B. durch die Gewährleistung der Kompatibilität mit Bildschirmlesegeräten.
	"
http://data.europa.eu/esco/skill/5badb272-c27b-4c92-bd68-713cef631149,Mahlzeiten für Flüge zubereiten,Zubereitung von Speisen und Getränken gemäß den Menüspezifikationen einer Fluggesellschaft.
http://data.europa.eu/esco/skill/5bb28770-52a9-4a1a-8299-30a969495c47,Tierschutz beim Transport von Tieren sichern,"Sorgen für Tiergesundheit und Tierschutz während des Transports, einschließlich einer häufigen Überwachung auf Anzeichen von Stress und Krankheitssymptome."
http://data.europa.eu/esco/skill/5bb4e18e-4bee-428c-b8b6-7316e4704b92,Anwerbedienste ausführen,"Anwerben, Überprüfen, Auswählen und Anheuern von Personen, die für eine Stelle geeignet sind."
http://data.europa.eu/esco/skill/5bb81494-2560-4018-9e4a-5544133e6af7,Hebevorrichtungen verwenden,"Einrichtung von Hebevorrichtungen, die erforderlich sind, um Gegenstände, z. B. mit einem Kran oder einem Flaschenzug, zu heben und zu bewegen."
http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34,Marketingmanagement,"Die akademische Disziplin und die Funktion in einem Unternehmen, die sich auf die Marktforschung, die Marktentwicklung und die Durchführung von Marketingkampagnen konzentriert, um ein verstärktes Bewusstsein für die Dienstleistungen und Produkte des Unternehmens zu schaffen."
http://data.europa.eu/esco/skill/5bbe85bd-6210-49bd-8c7a-6bf6329df211,die Nägel von Patienten/Patientinnen behandeln,"Verwendung eines Nagelfräsers, um verdickte Zehennägel zu kürzen, und Aufbringen von Nagelpackungen zur Säuberung des Nagelfalzes."
http://data.europa.eu/esco/skill/5bc9fb93-6591-4e48-ad51-20a2055ce620,geerntete Früchte und Gemüse verladen,"Einsetzen von geerntetem Obst und Gemüse in ein Behältnis der entsprechenden Größe, wobei darauf zu achten ist, eine Beschädigung zu vermeiden."
http://data.europa.eu/esco/skill/5bcd5d36-cfe7-4494-9b58-713884fa1042,Buchbesprechungen,"Eine Form der Literaturkritik, bei der ein Buch auf der Grundlage von Inhalt, Stil und Wert analysiert wird, um Kunden bei der Auswahl von Büchern zu helfen."
